id,text,url,llama,entity_presence,svm_1,id_new,gemini-flash_faiss_loc,gemini-flash_faiss,gemini-flash_faiss_country
591,Map of Dixon Shop Alabama AL,http://townmapsusa.com/images/maps/map_of_dixon_shop_al.jpg,alabama,yes,1.0,552,alabama,"['alabama', 'town of alabama', 'bama', 'iowa', 'mississippi', 'bamenda', 'texas', 'georgia', 'auburn', 'arkansas']",united states
713,"""New York, East Village , Shopping, Vintage Clothing Store, """"Monk Thrift Shop""""""",http://photos.smugmug.com/Travel/USA/New-York-Stock-Photography/i-wGGddjP/0/Ti/_DSC5683-Ti.jpg,united states,yes,1.0,664,new york,"['new york', 'new york city', 'york', 'city of new york', 'north york', 'west new york', 'west york', 'city of york', 'manhattan', 'east new york']",united states
766,"Photo of Philip DCiminna Barber Shop - Chicago, IL, United States ...",https://s3-media4.fl.yelpcdn.com/bphoto/P10M8uSSNof8L14RcOyZoA/ls.jpg,united states,yes,1.0,710,united states,"['united states', 'america', 'us', 'cañada', 'canada', 'uk', 'texas', 'china', 'chiná', 'califórnia']",united states
794,Transformers gift shop now open at Universal Studios Florida ...,https://orlandoinformer.com/wp-content/uploads/2013/03/the-supply-vault-gift-shop-transformers-universal-orlando-6997-oi.jpg,florida,yes,1.0,736,universal studios florida,"['universal city', 'hollywood park', 'flórida', 'florida', 'orlando', 'la florida', 'cape canaveral', 'paramount', 'florida city', 'rogers park']",united states
839,Cafe & Coffee Shop  business for sale in Ipswich - Image 1,"https://res-3.cloudinary.com/cre/image/fetch/h_252,f_auto,c_fill,q_auto,d_placeholder_viubzx.png/https%3A%2F%2Frimh2.domain.com.au%2FkuQeT0s2Ybw_-HQTk4g8hHAVlvs%3D%2Ffit-in%2F800x600%2Ffilters%3Aformat(jpeg)%2F2013823972_6_1_181007_102545-w640-h480",australia,yes,1.0,776,ipswich,"['ipswich', 'north ipswich', 'town of ipswich', 'new ipswich', 'east ipswich', 'ipswich district', 'town of new ipswich', 'norwich', 'southport', 'brisbane']",united states
938,"Volunteer Richard Greene helps a customer shop in the food pantry at the new New Covenant House of Hospitality in Stamford, Conn. Sunday, July 7, 2015.  New Covenant recently relocated from its 2,200 sq. ft. space in the basement of the Yearwood center to a new 8,000 sq. ft. building across the street.  The facility includes a state-of-the-art soup kitchen, spacious dining hall, food pantry, and will soon have other amenities available for use like washers and dryers, showers and a computer lab. Photo: Tyler Sizemore / Hearst Connecticut Media / Greenwich Time",https://s.hdnux.com/photos/37/43/74/8273690/3/920x920.jpg,united states,no,1.0,866,"stamford, conn.","['stamford', 'north stamford', 'city of stamford', 'town of stamford', 'village of stamford', 'stamford hill', 'stamford bridge', 'camdenton', 'portsmouth', 'cambridge city']",united states
987,"Candace H. Johnson-For Shaw Media Mark Heiny, deputy sheriff, talks with Jaelynn Hyc, 8, of Round Lake Beach about the doll she picked out as they wait on line to check out during the Lake County Sheriff's Office Shop with a Sheriff at Walmart in Round Lake Beach. (12/18/18)",https://photos.smugmug.com/PhotoStore/December-2018/122718-LCJ-shop-with-sheriff-CJ/i-cHRvkJQ/0/5987921e/S/LCJ_1227_RLB_Shop_witha_Sheriff_A-S.jpg,united states,yes,1.0,913,round lake beach,"['round lake beach', 'round lake', 'village of round lake beach', 'little round lake', 'round lake park', 'lake michigan beach', 'round lake heights', 'sand lake', 'lake shore', 'village of round lake']",united states
1050,"The walls in the RPM Offroad shop are constant reminders that they have a rich desert racing history despite their Bristol, TN location.",https://www.race-dezert.com/home/wp-content/uploads/2013/07/rpm-offroad-2013-race-dezert-29.jpg,united states,yes,1.0,971,"bristol, tn","['bristol', 'city of bristol', 'town of bristol', 'bristol county', 'borough of bristol', 'florenceville-bristol', 'town of south bristol', 'county of bristol', 'nashville', 'chattanooga']",united states
1228,Xfinity Store Opens Shop on Cermak Road,http://www.lawndalenews.com/wp-content/themes/weekly/timthumb.php?src=http://www.lawndalenews.com/wp-content/uploads/2018/12/BERWYN-XFINITY.jpeg&amp;h=&amp;w=&amp;zc=1,united states,yes,1.0,1136,cermak road,"['mountain road', 'čelopek', 'road town', 'untari road', 'belthara road', 'çermik', 'dominick street', 'eidson road', 'cërrik', 'cernay-la-ville']",united states
1248,"""""""Cesar Reyes, right, carries a sheet of plywood to cut to size as he and Robert Aparicio, left, and Manuel Sepulveda, not pictured, install window coverings at Strand Brass and Christmas on the Strand, 2115 Strand St., in Galveston on Monday, Aug. 24, 2020. Ginger Herter, who manages the shop, was erring on the side of caution boarding up the storefront as she waits to see what path Tropical Storm Laura will take as it heads toward the Texas and Louisiana coasts. """"""""I'd rather do this and have to take them down rather than scramble to get them up later in the week,"""""""" she said. ( Jennifer Reynolds/The Galveston County Daily News via AP)""""""",https://twt-thumbs.washtimes.com/media/image/2020/08/24/tropical_weather_galveston_66132_c0-231-4998-3145_s885x516.jpg?07cfad05bf112c39c4fd3e842941c067ce6cd100,"galveston, united states",yes,1.0,1156,galveston,"['galveston', 'town of galveston', 'galveston island', 'galveston county', 'guadalupe texcalac', 'pretty bayou', 'texas', 'lake odessa', 'lake dallas', 'houston']",united states
1271,"Aldo Sartorio talks with an Inquirer reporter while he cuts hair at Sartorio & Sons Barber Shop, a family business, in Wilkes-Barre, Luzerne County, on Tuesday. Luzerne County was key to President Trump's victory in 2016, and Democrats are working to win back voters like Sartorio. The barber voted for Barack Obama in 2008 and Trump in 2016.",https://www.inquirer.com/resizer/NDBRrEyBnkJ74DC450-L3JClWIM=/760x507/smart/filters:format(webp)/arc-anglerfish-arc2-prod-pmn.s3.amazonaws.com/public/D3N4KPIIDFF4TOPJTDIZEG62RE.jpg,united states,yes,1.0,1178,wilkes-barre,"['wilkes-barre', 'city of wilkes-barre', 'wilkesboro', 'north wilkesboro', 'south barre', 'scranton--wilkes-barre, pa metro area', 'town of barre', 'city of barre', 'wilkes county', 'town of wilkesboro']",united states
1324,"Adilisha Patrom, owner of a co-working and event space next to Gallaudet University, organizes face masks, hand sanitizer and other supplies inside her pop up shop on Thursday, March 5, 2020, in Washington. Inside her storefront, she displays different face mask models and hand sanitizer bottles alongside information from the Centers for Disease Control and Prevention.  (AP Photo/Nathan Ellgren)",https://www.local10.com/resizer/PcJmDp_MA4HQJ_PT4kq2JO1apLE=/800x533/smart/filters:format(jpeg):strip_exif(true):strip_icc(true):no_upscale(true):quality(65):fill(FFF)/arc-anglerfish-arc2-prod-gmg.s3.amazonaws.com/public/5FFVDMOYGZA4JFAWJEBD42FKWI.jpg,washington,yes,1.0,1227,washington,"['washington', 'city of washington', 'new washington', 'east washington', 'town of washington', 'seattle', 'washingtonville', 'washington heights', 'washington, in micro area', 'washington-arlington-alexandria']",united states
1368,"A Herald Square party shop, one of a number of diversification ideas tested in an attempt to find a new formula for Woolworths in the 1990s",http://woolworthsmuseum.co.uk/RecentPix/HeraldSquarePartyShop.jpg,no,yes,1.0,1268,herald square,"['herald', 'herald harbor', 'beacon square', 'central square', 'golden square', 'new square', 'lighthouse point', 'frankfort square', 'franklin square', 'hamilton square']",united states
1429,The Best Bottle Shop in Scottsdale is a Butcher Shop,https://www.hopculture.com/wp-content/uploads/2020/04/29663057_235455067025243_535110125821639761_o.jpg,no,no,1.0,1321,scottsdale,"['scottsdale', 'city of scottsdale', 'clarksdale', 'abbotsdale', 'hartsdale', 'lansdale', 'arizona', 'city of clarksdale', 'phoenix', 'teesdale']",united states
92,"Local vintage street atmosphere with an unidentified man in ice cream shop and restaurant buildings, Kurokawa Onsen town royalty free stock photography",https://thumbs.dreamstime.com/b/kyushu-japan-may-local-vintage-street-atmosphere-unidentified-man-ice-cream-shop-restaurant-buildings-kurokawa-112091237.jpg,japan,no,1.0,80,kurokawa onsen,"['krokowa', 'krok kaeo', 'kuusjoki', 'kamień krajeński', 'krokek', 'onawa', 'kumamoto', 'kurashiki', 'kuzumaki', 'khimki']",japan
999,"Pengsta, the Suica Shop in Tokyo Station",https://i0.wp.com/www.arishaintokyo.com/wp-content/uploads/2014/03/IMG_51261.jpg?resize=480%2C360,japan,yes,1.0,924,tokyo station,"['tokyo', 'tokyo prefecture', 'osaka', 'nagoya', 'ōsaka-fu', 'nishi-tokyo-shi', 'yokohama', 'ōsaka-sayama shi', 'iizuka', 'shinagawa-ku']",japan
1022,"Photo of Coffee Shop Starbucks Coffee TSUTAYA 鳥栖店 at 本鳥栖町537-1, 鳥栖市 841-0026, Japan",https://irs0.4sqi.net/img/general/400x220/22G3FBYNECSJAXNA4R1MFRLY010JO2XPHGSS3FJHWO11WWCK.jpg,japan,yes,1.0,943,japan,"['japan', 'tokyo', 'asia', 'chiná', 'china', 'hokkaido', 'osaka', 'koréa', 'tokyo prefecture', 'kyoto prefecture']",japan
1138,Travel luggage and accessories speciality shop -Toko Yuurakucho Store,https://rimage.gnst.jp/livejapan.com/public/img/spot/lj/00/05/lj0005944/lj0005944_59faf494986e7_main.jpg?20200226040019&q=80&rw=224,japan,yes,1.0,1055,toko yuurakucho store,"['tököl', 'tokod', 'tokologo', 'tojikobod district', 'ankola', 'toubakoura', 'yukamenskoye', 'kokoda', 'toto kouassikro', 'tokanga']",japan
3014,"A barista prepares coffee at a Blue Bottle Coffee shop in Tokyo. The Oakland, Calif., gourmet coffee chain chose Japan for its first foray outside the United States.  (Shuji Kajiyama/AP)",https://static.seattletimes.com/wp-content/uploads/2015/05/269afb78-032c-11e5-b5e7-d79706ea75cc-780x543.jpg,japan,yes,1.0,2776,tokyo,"['tokyo', 'tokyo prefecture', 'osaka', 'japan', 'nanjing', 'kyoto prefecture', 'ōsaka-fu', 'higashi-ōsaka', 'yokohama', 'mumbai']",japan
3510,"A miniature by miniature artisan' Ichuyoh Haga, of Japan, who specializes in Meiji and Showa-era buildings and styles. Miniature Rooms, Miniature Houses, Boutique Deco, Shop Fronts, Chinese Architecture, Small World, Dollhouse Miniatures, Coffee Shop, Scenery",https://i.pinimg.com/236x/4d/d9/1b/4dd91b50c493e41e1920bff2b6a3bcc0.jpg,japan,yes,1.0,3239,japan,"['japan', 'tokyo', 'asia', 'chiná', 'china', 'hokkaido', 'osaka', 'koréa', 'tokyo prefecture', 'kyoto prefecture']",japan
4744,"tea store design by Landini Associates, London UK coffee tea Uk Retail, Retail Shop, Pos Design, Retail Design, Fukuoka, Siren Design, Brew Bar, Coffee Shop Design, Shop Interiors",https://i.pinimg.com/236x/6e/3e/d7/6e3ed7a43a6e201536806ebb8d41e97c--tea-brands-coffee--tea.jpg,united kingdom,yes,1.0,4372,london,"['london', 'west london', 'south london', 'new london', 'central london', 'north london', 'city of london', 'east london', 'greater london', 'inner london']",japan
4781,"Do Do has used remnants of porcelain to update this ceramics shop and gallery in northwest Japan, and create a new pavilion for hosting workshops",https://i.pinimg.com/236x/40/20/f3/4020f3390ec50829b2a429b97c1a640b--brand-architecture-ceramic-shop.jpg,japan,yes,1.0,4403,japan,"['japan', 'tokyo', 'asia', 'chiná', 'china', 'hokkaido', 'osaka', 'koréa', 'tokyo prefecture', 'kyoto prefecture']",japan
5210,FENDER SHOP in MIKI GAKKI AMERICAMURA,https://www.fender.com/on/demandware.static/-/Library-Sites-Fender-Shared/ja/dw18a01464/home-slot/20190629/fcwd-spot2-4-06292019.jpg,japan,yes,1.0,4795,miki gakki americamura,"['miki', 'miki chō', 'mihăeşti', 'miyaki chō', 'miki shi', 'miyajima', 'miyaly', 'miyakonojō', 'mikhalkovo', 'miyaki-gun']",japan
5990,"scene vending machines shop digital art colourful graphic design aesthetic drawing photoshop modern anime style asian japanese chinese ethereal g e o r g i a n a : a r t Pretty Art, Cute Art, Aesthetic Art, Aesthetic Anime, Aesthetic Drawing, Digital Illustration, Character Illustration, 1366x768 Wallpaper Hd, Casa Anime",https://i.pinimg.com/236x/8b/82/e0/8b82e020f9ffdbaedc42c342868f0217.jpg,japan,no,1.0,5511,no,['no'],japan
7018,"Tourists stop at a clothing shop in Tokyo Monday, Aug. 16, 2010. Japan lost its place as the world's No. 2 economy to China in the second quarter as receding global growth sapped momentum and stunted a shaky recovery. (AP Photo/Junji Kurokawa)",http://twt-thumbs.washtimes.com/media/image/2010/08/16/Japan_Economy_Thir_s754x466.jpg?7fff7ed9c728bf28b6e9130a4dc2ea7fba62b8cf,japan,yes,1.0,6460,japan,"['japan', 'tokyo', 'asia', 'chiná', 'china', 'hokkaido', 'osaka', 'koréa', 'tokyo prefecture', 'kyoto prefecture']",japan
10903,istock Japanese Female Resale Shop Owner in her Store 635685122,https://media.istockphoto.com/photos/japanese-female-resale-shop-owner-in-her-store-picture-id635685122?b=1&k=6&m=635685122&s=170667a&h=_2RPKee__22bEvXAxMu8zYcjdRvzJ0eZwg9Dz27IUC8=,japan,yes,1.0,10051,no,['no'],japan
11186,NIHONBO Chopsticks Specialty Shop (Hiroo store),https://rimage.gnst.jp/livejapan.com/public/img/spot/lj/00/06/lj0006031/lj0006031_5a04296179e5e_main.jpg?20200226040020&q=80&rw=224,japan,yes,1.0,10316,hiroo,"['hiroo', 'hirado', 'hiroo chō', 'hilo', 'hino', 'haro', 'hico', 'hiratachō', 'haroa', 'el hierro']",japan
11967,Dango Shop,https://vignette3.wikia.nocookie.net/hotelstory/images/f/fe/DangoShop.png/revision/latest/window-crop/width/200/x-offset/0/y-offset/21/window-width/262/window-height/131?cb=20160713092551,no,yes,1.0,11017,no,['no'],japan
12010,The Japan's first specialized shop for robot parts!,https://c-lj.gnst.jp/public/article/detail/a/00/00/a0000144/img/en/a0000144_parts_57aa841f8f3e6.jpg?20170427142351,japan,yes,1.0,11058,japan,"['japan', 'tokyo', 'asia', 'chiná', 'china', 'hokkaido', 'osaka', 'koréa', 'tokyo prefecture', 'kyoto prefecture']",japan
12299,Pop Up Shop Tokyo,http://www.eleykishimoto.com/projects/141.jpg,japan,yes,1.0,11333,tokyo,"['tokyo', 'tokyo prefecture', 'osaka', 'japan', 'nanjing', 'kyoto prefecture', 'ōsaka-fu', 'higashi-ōsaka', 'yokohama', 'mumbai']",japan
14188,"Japanese Shoe Shop, Early 20th Century",https://imgc.allpostersimages.com/img/posters/japanese-shoe-shop-early-20th-century_u-L-Q10LKIL0.jpg?src=gp&w=300&h=375,japan,yes,1.0,13080,no,['no'],japan
14289,World currency shop Ginza Core,https://c-lj.gnst.jp/public/img/spot/lj/00/05/lj0005249/lj0005249_592e6f2e0f25a_main.jpg?20181219040023,japan,yes,1.0,13174,ginza core,"['ginoza', 'ginestas', 'ginosa', 'gingin', 'ginebra', 'gin gin', 'gingelom', 'gines', 'ginowan', 'pollenza']",japan
14345,Travel luggage and accessories speciality shop -Toko Haneda International Airport Store,https://rimage.gnst.jp/livejapan.com/public/img/spot/lj/00/05/lj0005945/lj0005945_59faf3083b7a3_main.jpg?20210510040011&q=80&rw=280&rh=280,japan,yes,1.0,13225,haneda international airport,"['hantam', 'ueda', 'hantsport', 'hănțești', 'hani', 'hanumannagar', 'alameda', 'hăneşti', 'hanumāngarh', 'hanumangarh']",japan
14485,"A few years back, walking in the by-lanes of Asakusa, I saw customers lining up at a shop calledAsakusa Silk Pudding and I decided to try it. It was a discovery by chance and since then I have never forgotten to have one whenever I visit the area.",https://a1.cdn.japantravel.com/photo/13516-78359/320x240!/tokyo-asakusa-silk-pudding-shop-tokyo-78359.jpg,japan,yes,1.0,13353,asakusa,"['amakusa', 'āsasa', 'asaita', 'asaba', 'asaka', 'asanovo', 'asarum', 'basankusu', 'asău', 'asau']",japan
14828,SPINNS LIMITED SHOP IN TAKEO,https://www.spinns.com/wp/wp-content/uploads/2020/11/20201116_LimitedShop_Bn-1024x665.jpg,thailand,yes,1.0,13667,takeo,"['takeo', 'taketoyo', 'deo', 'takeo shi', 'dio', 'ino', 'allo', 'grabo', 'gråbo', 'foro']",japan
15730,Good Day Japan Japanese Culture Japanese Style Shop Shopping Shopping Day Wine Shop,https://cdn2.eyeem.com/thumb/2fa9cfd9ec6ce7f3cb26a240837a2f76df17dd27-1465225282700/w/700,japan,yes,1.0,14515,japan,"['japan', 'tokyo', 'asia', 'chiná', 'china', 'hokkaido', 'osaka', 'koréa', 'tokyo prefecture', 'kyoto prefecture']",japan
16677,"Takayama, Japan - April 7, 2019: Video games store shop of Sega World with sign and entrance facade in Gifu prefecture",https://t4.ftcdn.net/jpg/03/03/66/57/360_F_303665749_BPb2t8QvO1EmfnHO7BLtAP8AHUH1CMwE.jpg,japan,yes,1.0,15384,takayama,"['takayama', 'takayama mura', 'takayama shi', 'takamaka', 'takaoka', 'takahama', 'takpalakaha', 'takaka', 'takasaki', 'takizawa']",japan
16697,Closing the Shop - Information Cartels and Japan`s Mass Media,https://images.tbr.mindbus.nl/libris/book/cover/9780691059549?hash=&width=170,japan,no,1.0,15401,japan,"['japan', 'tokyo', 'asia', 'chiná', 'china', 'hokkaido', 'osaka', 'koréa', 'tokyo prefecture', 'kyoto prefecture']",japan
17169,World currency shop Roppongi Hills,https://rimage.gnst.jp/livejapan.com/public/img/spot/lj/00/05/lj0005248/lj0005248_592e872be107a_main.jpg?20190717040022,japan,yes,1.0,15827,roppongi hills,"['chino hills', 'west khasi hills', 'turpin hills', 'roan mountain', 'wyomissing hills', 'town of hill', 'onkaparinga hills', 'kolli hills', 'the hills', 'east khāsi hills']",japan
121,"Ornaments and hanging decorations sold at a shop in Shanghai, China. (燈籠, 喜慶, 過節, 上海, 對聯, 紅火, 過年, 地攤, 春節)",https://soundeagle.files.wordpress.com/2013/02/ornaments-and-hanging-decorations-sold-at-a-shop-in-shanghai-china.-e78788e7b1a0-e5969ce685b6-e9818ee7af80-e4b88ae6b5b7-e5b08de881af-e7b485e781ab-e9818ee5b9b4-e59cb0e694a4-e698a5e7af80.jpg?w=910,china,yes,1.0,109,china,"['chiná', 'china', 'shanghai', 'asia', 'beijing', 'japan', 'china chō', 'taiwan', 'brasil', 'koréa']",china
292,"""""""Police Community Relationship is Harmonious"""". So says the huge sign on Yangshuo's West Street, just between Cloud 9 Restaurant and 7th Heaven Cafe above the tattoo shop.""",https://i2.wp.com/ontheroadtohome.files.wordpress.com/2013/06/2012-guilin-163.jpg?w=214&,china,no,1.0,272,yangshuo,"['yangshuo', 'yango', 'yangjiao', 'yangri', 'yanghou', 'yishui', 'yangambi', 'yangjiapo', 'yangliujie', 'qingshui']",china
1001,A tailor shop in hutong,https://www.travelchinaguide.com/images/photogallery/2009/0402165646.jpg,china,yes,1.0,926,no,['no'],china
1307,Shenzhen china: bread cake shop Royalty Free Stock Photos,https://thumbs.dreamstime.com/t/shenzhen-china-bread-cake-shop-28373878.jpg,china,yes,1.0,1211,china,"['chiná', 'china', 'shanghai', 'asia', 'beijing', 'japan', 'china chō', 'taiwan', 'brasil', 'koréa']",china
1891,"man painting design on laqueur table gift shop at factory reproducing Terracotta Warriors souvenirs in Xi'an, China",http://3.bp.blogspot.com/-jHmtY30ruFA/VX9GCkFbF0I/AAAAAAAAIkE/PXDOage-WlQ/s640/CHINA-XI%2527AN-Terracotta%2BWarriors-workshop-laquering-painting%2B1-c%2B2015%2BCarole%2BTerwilliger%2BMeyers-600pix.JPG,china,yes,1.0,1746,xi'an,"['xi’an', 'xing’an qu', 'xiuxi', 'xihe', 'xintai', 'xiling', 'xingren', 'xiuqi', 'xique xique', 'xining']",china
2294,"Shoes are displayed at a Dolce & Gabbana shop in Beijing on November 22, 2018. - Dolce & Gabbana cancelled a long-planned fashion show in Shanghai on November 21 after an outcry over racially offensive posts on its social media accounts, a setback for the company in the world's most important luxury market. (Photo by Nicolas ASFOURI / AFP)NICOLAS ASFOURI/AFP/Getty Images",https://www.ft.com/__origami/service/image/v2/images/raw/http%3A%2F%2Fcom.ft.imagepublish.upp-prod-us.s3.amazonaws.com%2Fd4bd9716-412e-11ea-a879-e56a76ed3e8a?fit=scale-down&source=next&width=700,china,yes,1.0,2120,beijing,"['beijing', 'beijing shi', 'shanghai', 'city of china', 'changzhou', 'chiná', 'china', 'guangzhou', 'shenzhen', 'hongzhou']",china
5227,Chinese New Year Ornament Shop,http://a4.pbase.com/t1/26/411626/4/92532126.HKtcTIPx.jpg,china,yes,1.0,4811,china,"['chiná', 'china', 'shanghai', 'asia', 'beijing', 'japan', 'china chō', 'taiwan', 'brasil', 'koréa']",china
8447,"Small shop inside an old Shipping Container Bao'an Shenzhen by dcmaster, via Flickr",https://i.pinimg.com/236x/2d/f8/2d/2df82d14d9817d18927ec410d234b72b--container-shop-container-cabin.jpg,china,yes,1.0,7792,bao'an shenzhen,"['shenzhen', 'baojia', 'guangdong sheng', 'baoji', 'bao', 'baoshan', 'huangzhou', 'changzhou', 'shandong sheng', 'guangzhou']",china
9049,"Customers shop for baskets on market day in Lihu town at the stall of Li Guozhong. December 16, 2017. Photograph by Jon Kay.",https://jasonbairdjackson.files.wordpress.com/2018/02/img_3731_1.jpg?w=306&h=306&crop=1,china,yes,1.0,8353,lihu town,"['lixianghu', 'town of lisle', 'xihu township', 'luzhu district', 'sihu township', 'likoma district', 'village of lisle', 'dahu township', 'kathu', 'town']",china
9217,Nanjing China Sunset Light Shopping Street People Shop Pedestrian Walk Busy Area Stock Footage,https://images.pond5.com/nanjing-china-sunset-light-shopping-footage-012449641_iconm.jpeg,china,yes,1.0,8506,nanjing china,"['nanjing', 'beijing', 'shenzhen', 'shanghai', 'hongzhou', 'chiná', 'china', 'chengjiang', 'changzhou', 'city of china']",china
9652,"A vendor sells beverages outside a shop on a street in Beijing, China on Oct. 19, 2020. (NICOLAS ASFOURI/AFP via Getty Images)",https://img.theepochtimes.com/assets/uploads/2020/11/24/GettyImages-1229161910-700x420.jpg,china,yes,1.0,8907,beijing,"['beijing', 'beijing shi', 'shanghai', 'city of china', 'changzhou', 'chiná', 'china', 'guangzhou', 'shenzhen', 'hongzhou']",china
10089,Chinese medicine shop stock images,https://thumbs.dreamstime.com/b/chinese-medicine-shop-18233874.jpg,china,yes,1.0,9312,no,['no'],china
10935,The Taiwan snack shop - null,https://i.pinimg.com/736x/98/c4/ec/98c4ec976ca217adf2f3ee985377a85f.jpg,taiwan,yes,1.0,10081,taiwan,"['taiwan', 'taipei', 'new taipei', 'taipei city', 'asia', 'china', 'chiná', 'hongyang', 'japan', 'taoyuan']",china
11019,People stand outside a UNIQLO shop in Beijing,http://l2.yimg.com/bt/api/res/1.2/va5jmE0gDNvNd5DpOG696Q--/YXBwaWQ9eW5ld3NfbGVnbztmaT1maWxsO2g9Mzc3O2lsPXBsYW5lO3B4b2ZmPTUwO3B5b2ZmPTA7cT03NTt3PTY3MA--/http://globalfinance.zenfs.com/images/US_AHTTP_REUTERS_OLUSBUS_WRAPPER_H_LIVE_NEW/2014-02-18T111105Z_2_CBREA1H0ECW00_RTROPTP_3_CHINA-ECONOMY-FDI_original.jpg,china,yes,1.0,10161,beijing,"['beijing', 'beijing shi', 'shanghai', 'city of china', 'changzhou', 'chiná', 'china', 'guangzhou', 'shenzhen', 'hongzhou']",china
