,id,text,svm_1,gemini-flash_faiss_country
69,867,Sample Sale Oyster Silk Satin Art Deco Wedding Dress With Hand Beaded Detailing Size Uk10 Art Deco Wedding Dress Deco Wedding Dress Trendy Wedding Dresses,1.0,united kingdom
70,939,alexia-chiffon-wedding-dress-at-discount-ireland,1.0,united kingdom
71,992,Wedding Dresses With Sleeves Uk Discount Lace Long Sleeve Wedding Dress Uk 2017 Lace Long Sleeve,1.0,united kingdom
72,1053,An elegant Cotswolds wedding at Eastington Park with a bride in a Caroline Castigliano wedding dress and black tie,1.0,united kingdom
73,1195,"Whispering words of encouragement to her five-year-old bridesmaid, Diana, Princess of Wales, looks resplendent in her wedding dress as she carries the young girl through the grand rooms of Buckingham Palace.",1.0,united kingdom
74,1237,"https://www.cityblis.com/5715/item/6692 | Soft Shiny Vintage Ivory Cowl Wedding Dress - $416 by Elliot Claire London | SKU# 80522 (Shiny)  Vintage wedding dress in light ivory tone featuring A Line silhouette with chiffon overlay floor length skirt, belted waistline, gorgeous chiffon cowl neck, and single full embellished sleeve.  Other sizes available for made to measure. Send us a message to inquire about other... | #Dresses",1.0,united kingdom
75,60,"Browse gorgeous wedding dresses for sale at O'Briens Bridal Couture in Rathnew, Wicklow. Book an appointment here to find your dream wedding dress. Wedding Dresses Sydney, Lace Wedding Dress, Luxury Wedding Dress, Wedding Flowers, Morgan Davies Bridal, Scarlett, Every Girl, Marie, Bridal Shower",1.0,ireland
76,3861,wedding dress ireland bridal gowns cheap wedding dresses ireland online missydress,1.0,ireland
77,4533,wedding dress ireland amanda wyatt stockist kildare dublin wedding dresses ireland,1.0,ireland
78,5059,tulle in front of bride's face at Ross Errilly Friary wearing mikado ballgown wedding dress with straps and a plunge neckline with beaded banding around the waist,1.0,ireland
79,5164,st. mary and michael church rathdrum bride fixes her wedding dress,1.0,ireland
80,7134,The mesmerising maggie sottero fall 2015 collection for Maggie sottero ireland wedding dress,1.0,ireland
81,9857,"Glamorous High Split Chiffon Couture Wedding Dress with Beaded Halter - $234.59 : Cheap Evening Dresses,Cheap Wedding Dresses Waterford,Cheap Bridal Gowns Waterford,Cheap Wedding Shop Waterford,Cheap Formal Dresses Online Shopping Waterford, Wholesale Cheap Wedding Dresses Waterford,Cheap Wedding Dresses Waterford,Discount Wedding Dresses Waterford,Cheap Wedding Dresses Online Waterford",1.0,ireland
82,10854,"Ireland elopement photographer, Conor Pass adventure elopement, Ireland destination wedding photographer, adventure wedding photographer, hiking elopement, bride wearing Reclamation wedding dress",1.0,ireland
83,11714,"Beautiful Long Wedding Dresses with Green Lace Perfect Irish Design idea  I wouldn't use it for a wedding dress, but it's very pretty...",1.0,ireland
84,15355,wedding dress captions amarra bridal kildare ireland stockists of wedding,1.0,ireland
85,19344,Lace Wedding Dress And Veil : Antique irish carrickmacross lace wedding veil shawl,1.0,ireland
86,20298,Bride slings a jean jacket over her shoulder while wearing a lace boho wedding dress in the streets of Galway Ireland,1.0,ireland
87,20572,wedding dress ireland 2011 wedding dresses from kathy ireland by 2be wedding,1.0,ireland
88,22521,Classic Fit and Flare Wedding Dress from Finesse Bridal Wear in Ireland #FitandFlare #Elegant,1.0,ireland
89,24095,3333 best images about weddings gowns on pinterest for Maggie sottero ireland wedding dress,1.0,ireland
90,24306,"Bride with blonde, vintage hairstyle wearing an empire style wedding dress and draped in a green wool shawl holding hands with her groom wearing a navy suit and tie holding purple wedding bouquet while walking in a field overlooking Minard beach",1.0,ireland
91,26135,"Ireland Wedding at the Bantry House Ireland Wedding at the Bantry House vintage wedding idea – wedding dress; photo: Paper Antler Likes : , Lover : The post Ireland Wedding at the Bantry House appeared first on Best Of Daily Sharing. Trendy Dresses, Elegant Dresses, Vintage Dresses, Beautiful Dresses, Vintage Bride Dress, Beautiful Clothes, Vintage Style Bridesmaid Dresses, Fall Dresses, Rustic Wedding Dresses",1.0,ireland
92,26713,"Bride in satin, mermaid style wedding dress, holding a white bouquet while walking with her groom in a grey tailcoat and white tie at the Muckross Park Hotel in Kerry",1.0,ireland
93,27463,Bride wearing a lace boho wedding dress with straps stands in front of the abandoned Menlo Castle in Ireland,1.0,ireland
94,28171,Eliza Jane Howell Wedding Dresses Roaring 1920s Style Onefabday Com Ireland Flapper Wedding Dresses 1920s Wedding Dress Deco Wedding Dress,1.0,ireland
95,29852,bride and groom looking up at each other with a waterfall behind them wearing a navy tux and an of shoulder plain elegant wedding dress in ireland,1.0,ireland
96,30010,Debut Ivory Embellished Bridal Dress At Debenhams Ie Embellished Wedding Dress Wedding Dresses Under 500 Dresses,1.0,ireland
97,30067,SALE EXQUISITE Cream Antique Victorian Sheer Irish Lace Wedding Dress with Pink Satin Slip Size Small WAS: $559  NOW: $470 via #EmmelineChic on etsy,1.0,ireland
98,31998,bride in abandoned friary wearing a mikado ballgown wedding dress with straps and beaded banding at the waist with tulle wings at Ross Errilly Friary in Ireland,1.0,ireland
99,34442,bride and groom standing beside each other on the grounds of powerscourt hotel holding hands wearing off shoulder plain wedding dress and black tie tux,1.0,ireland
100,130,Aire Barcelona AMAN Wedding Dress photo,1.0,spain
101,1701,Pleats please - pleated off-white or ivory strapless wedding dress and grecian goddess winged drop waist gown from Raimon Bundo,1.0,spain
102,1968,backless-flamenco-rosalynn-win-wedding-dress,1.0,spain
103,2858,Pronovias Barcelona Ivory Wedding Dress (Size 14) - $369.00,1.0,spain
104,3338,EDDIE Wedding                                          dress by Aire Barcelona Bridal,1.0,spain
105,3577,AIJINGYU Spanish Wedding Dress Gowns engagement Turkish Sexy Plus Size 26 Short Bridal Gown Design Dresses To Wear To A Wedding,1.0,spain
106,4075,White Wedding Dress Spain,1.0,spain
107,4190,Deia Wedding                                          dress by Rara Avis,1.0,spain
108,4250,Spanish Inspired Wedding Dress So Gorgeous Forever I Dos,1.0,spain
109,4489,Wedding Dress by Aire Barcelona 2017 Bridal Collection,1.0,spain
110,4906,ricca sposa 2020 barcelona bridal sleeveless thick straps plunging v neckline heavily embellished bodice side cutout a line ball gown wedding dress v back chapel train (21) bv,1.0,spain
111,5119,">>>Cheap Sale OFF! >>>Visit>> berta fall 2019 muse bridal cap sleeves deep plunging v neck full embellishment romantic a line wedding dress sheer button back sweep train zv -- MUSE by Berta 2019 Barcelona Wedding Dresses Sheer Wedding Dress, Wedding Dress Trends, Dream Wedding Dresses, Bridal Dresses, Wedding Gowns, Wedding Bride, Wedding Outfits, Elegant Wedding, Dresses Dresses",1.0,spain
112,5173,Crystal design haute sevilla couture wedding dresses for Crystal embroidered wedding dress,1.0,spain
113,6706,Wedding Dress by Riki Dalal: Valencia Bridal Collection,1.0,spain
114,6776,2013-wedding-dress-franc-sarabia-bridal-gowns-spanish-designers-21.medium_large,1.0,spain
115,6803,EBBONY Wedding                                          dress by Aire Barcelona Bridal,1.0,spain
116,7109,Campoamor Wedding Dress - www.otaduy.co,1.0,spain
117,7877,An Aire Barcelona 2020 off the shoulder crepe mermaid fit and flare wedding dress with half sleeves,1.0,spain
118,7918,Jesús del Pozo Wedding Dress 2011 Collection | Wedding Inspirasi,1.0,spain
119,8470,"Sheath-style wedding dress in beaded lace. Strapless neckline, back with bow at rear and beaded belt. Available in ivory and natural/champagne. 2019 AIRE BARCELONA Collection.",1.0,spain
120,9496,2013-wedding-dress-aire-barcelona-bridal-gowns-rissel.full,1.0,spain
121,9549,Naeem Khan Wedding Dress Spain,1.0,spain
122,9579,Minimalist Wedding Dress By Bon Bride // Brixton East Wedding // Chris Adnitt Events // Millar Cole Photography // Basque Country Style Catering For Wedding,1.0,spain
123,9718,aire barcelona 2014 original wedding dress strapless ball gown,1.0,spain
124,10043,Wooden Signage For Wedding // Bride In Straw Hat With Leanne Marshall Wedding Dress Destination Wedding In Mallorca With Images From F2 Studios And Film By Alberto & Yago,1.0,spain
125,139,6-Best-Venues-in-Toronto-Airship-37-Berkley-Events-Urban-Boho-Trendy-Cool-Hipster-Event-Space-Toronto-Wedding-Photographers-3B-Photography-bride-getting-ready-vintage-lace-wedding-dress-details-candid-moments-first-look-with-dad-cute.jpg,1.0,canada
126,180,$enCountryForm.capitalKeyWord Canada - Michael Cinco Luxury Ball Gown Red Wedding Dresses Lace Top quality Beaded Sweetheart Sweep Train Gothic Wedding Dress Civil vestido de 201,1.0,canada
127,2272,wedding dress rental toronto wedding dress rental toronto the knot,1.0,canada
128,2720,"Load image into Gallery viewer, Vancouver wedding dress, back full view, with full skirt and bold lace pattern.",1.0,canada
129,3378,"I have another photo I'm obsessing over from a wedding at the Arboretum in Guelph, ON! This photo is of the gorgeous bride getting ready in her lace overlay wedding dress! #arboretumwedding# #weddingphotographyontario#arboretumweddingvenue #uofgcampus#laceoverlayweddingdress #bridegettingready #junebugweddings #wellwed #photobugcommunity #radlovestories #portraitcollective #guelphwedding #loveandwildhearts #meaningfulwedding #guelphweddingphotographer",1.0,canada
130,3758,"""Wedding Dress: Made 1915, Modified 1945. """"Jeanette Gunn modified her mother's 1915 wedding gown for her own wedding to Doug Motter in 1945. A professional seamstress removed the original high neckline and its net and lace inserts, replacing it with a sweetheart neckline, popular in the 1940s. The original silk satin dress was made in London Ontario by Smallman and Ingram Limited for Anna Martin's Calgary wedding to Dr. John Gunn..."""": Wedding Dressses, Wedding Dresses, Wedding Gowns, Bride""",1.0,canada
131,4826,Top 10 Canadian Wedding Dress Designers We Love!   Praise,1.0,canada
132,5291,4'11 Bride Wants a Wedding Dress That Will Make Her Feel Tall! | Say Yes To The Dress Canada,1.0,canada
133,5958,Wedding - 2017 Refined Empire Waist Wedding Gown Features A-line Chiffon Long Style In Canada Wedding Dress Prices - dressosity.com,1.0,canada
134,6193,Cute Lace Up Wedding Dresses Canada - New Sweet Dreaming white Cute Lace Flowers Lace Wedding Shoes Pearl Bride Wedding Dress Shoes High Heel Wedding Party Shoes,1.0,canada
135,6508,Lazaro strapless butter yellow  ballgown  | A white wedding dress isn't for you? Come see our favorite picks for colourful wedding dresses that will make you feel like a queen! www.scenarioideal.com #wedding #weddingdress #weddinggown #nonwhitewedding #montrealwedding #quebecwedding,1.0,canada
136,7247,wedding dress toronto.jpg,1.0,canada
137,8371,Opportunity Bridal VIP Early Access Barrie Pop Up Wedding Dress Sale tickets,1.0,canada
138,9623,"Wedding dress hanging in the window of a family home in Delta, British Columbia. Pregnant Bride East Delta Hall Wedding",1.0,canada
139,9986,"Wedding dress, Levaque's Wool Shop, 1970. Gift of Fonds Franco-Ontarien Paulette Tourangeau, M2011.20.1.1 © McCord Museum",1.0,canada
140,10252,Vintage Wedding Dresses Canada by Vintage Wedding Dress Designers Canada Mini Bridal,1.0,canada
141,10382,Boho wedding - Boho wedding dress - Boho wedding inspiration - Photography by Jackie Hall Photography - Regina SK,1.0,canada
142,12629,Littleboutique Crystal Studs Sandal Heels Summer Shoes Evening Sandals  Wedding Dress Strappy Shoes  Amazon.ca  Shoes   Handbags,1.0,canada
143,13528,New Sposa Short Soft Oganza Summer Wedding Dress Formal for sale  Delivered anywhere in Canada,1.0,canada
144,14141,"This Oct. 8, 2016 photo provided by Chondon Photography shows newly-married couple Heidi and Rob Cundari after their wedding, in Thunder Bay, Ontario, Canada. Selling your wedding dress used to be a social no-no. Heidi Cundari says she opted for a used dress to keep costs down.",1.0,canada
145,14156,chiffon wedding dress ankle length Canada - White Lovley Simple Bohemain Lace Flower Girl Dresses For Beach Wedding Party A Line V Neck Chiffon Ankle Length First Communion Dress,1.0,canada
146,14263,Opportunity Bridal VIP Early Access Kingston Pop Up Wedding Dress Sale,1.0,canada
147,14667,Aire-barcelona-wedding-dress-2013-vintage-bridal-collection-vancouver.full,1.0,canada
148,15015,"brunette bride wearing a lace, halter neck wedding dress with diamante hairpiece and veil, holding a white flower bouquet beside a lake in Killarney",1.0,canada
149,15083,Opportunity Bridal VIP Early Access Markham Pop Up Wedding Dress Sale tickets,1.0,canada
150,161,Casablanca Bridals Wedding Dress 2004,1.0,morocco
151,856,Casablanca 1885 Champagne/Gold size 8 In Stock Wedding Dress - Tom's Bridal,1.0,morocco
152,3924,Casablanca 'Strapless' size 6 new wedding dress front view on model,1.0,morocco
153,4008,Casablanca Bridal 2219 Wedding Dress photo,1.0,morocco
154,4608,Casablanca Spring 2016 Wedding Dress,1.0,morocco
155,5511,"Find images and videos about love, couple and wedding on We Heart It - the app to get lost in what you love. Cheap Bridal Dresses, Long Wedding Dresses, Elegant Wedding Dress, Wedding Dress Styles, Bridal Gowns, Morrocan Dress, Moroccan Bride, Moroccan Wedding, Arab Wedding",1.0,morocco
156,7319,Casablanca Bridal Style 2276 Ambrosia A-Line Wedding Dress,1.0,morocco
157,7749,Casablanca 'Sea Breeze' size 6 new wedding dress back view on model,1.0,morocco
158,7876,"Casablanca Style #2398 Cap Sleeve Ballgown Wedding Dress with Tulle Skirt, Swirling Beading and Embroidery Image",1.0,morocco
159,8009,Casablanca Bridal 2169 Sheath Wedding Dress,1.0,morocco
160,8429,Wedding Dress - Amaré Couture from Casablanca Bridal,1.0,morocco
161,11522,Casablanca Bridal 2151 Wedding Dress,1.0,morocco
162,16408,2182s-casablanca-bridal-wedding-dress-primary.jpg,1.0,morocco
163,17391,Casablanca Bridal 2048 Wedding Dress photo,1.0,morocco
164,18938,Casablanca Bridals Wedding Dress 2004,1.0,morocco
165,19321,Casablanca 'Exotic Escape' size 14 new wedding dress back view on model,1.0,morocco
166,20391,Casablanca wedding dress 2055786134,1.0,morocco
167,21621,Moroccan Inspiration with a Gorgeous (and Affordable) Wedding Dress!,1.0,morocco
168,22787,Casablanca '2202' size 2 new wedding dress view of tag,1.0,morocco
169,25105,"Brides.com: Fall 2014 Wedding Dress Trend: Illusion Cap Sleeves. Style B075, layered tulle ball gown wedding dress with a beaded satin bodice, illusion high neckline, and cap sleeves, Casablanca Bridal",1.0,morocco
170,25999,Casablanca Bridals Wedding Dress 2271 Mayflower,1.0,morocco
171,29569,Casablanca Wedding Dress 225,1.0,morocco
172,30030,Casablanca Bridals Wedding Dress 2099,1.0,morocco
173,30704,Beloved by Casablanca Bridal BL213 Cherish Ball Gown Wedding Dress,1.0,morocco
174,31298,"Laila Amraouicaftan laila Arabic Wedding Dresses, Arabic Dress, Wedding Dresses For Girls, Girls Dresses, Morrocan Dress, Moroccan Caftan, Morrocan Wedding Dress, Oriental Dress, Oriental Fashion",1.0,morocco
175,184,Happy Indian couple in their wedding dress Stock Photo,1.0,india
176,354,"Buy Beautiful Maroon Jacket with contrast Kurta Set - from a classic range of Nehru & Modi Jackets at Manyavar. Adorn a jacket from our collection to enhance your traditional wear & Kurta Pajamas. Indian Wedding Clothes For Men, Wedding Kurta For Men, Wedding Dress Men, Indian Wedding Outfits, Wedding Poses, Wedding Men, Wedding Outfits For Men, Wedding Sherwani, Wedding Attire",1.0,india
177,364,"Elegant golden brown sherwani sure to get you compliments. Wedding Dresses Men Indian, Groom Wedding Dress, Indian Wedding Wear, Wedding Men, Manyavar Sherwani, Wedding Sherwani, Designer Suits For Men, Designer Clothes For Men, Indian Men Fashion",1.0,india
178,442,Latest beautiful Indian designer wedding dress in crimson red color # B3457,1.0,india
179,670,Latest beautiful Indian designer wedding dress in crimson red color # B3457,1.0,india
180,787,"Sherwani is undoubtedly the most popular choice when it comes to selecting a wedding wear for men. Manyavar brings to you the latest sherwani design collection. Choose from elegant styles and colors that are sure to impress. Sherwani For Men Wedding, Wedding Dresses Men Indian, Groom Wedding Dress, Sherwani Groom, Wedding Men, Mens Sherwani, Wedding Ideas, Wedding Outfits, Indian Weddings",1.0,india
181,915,"Cream Lehenga with booti printed work and a long simple blouse. Pairing the two together makes the outfit look like an Anarkali. Indian Wedding Outfits, Pakistani Outfits, Bridal Outfits, Indian Outfits, Wedding Dress, Eid Outfits, Wedding Wear, Trendy Outfits, Fashion Outfits",1.0,india
182,952,indian wedding decoration packages wedding decoration cost india choice image wedding dress,1.0,india
183,1100,"ceremony,traditional indian wedding dress,traditional indian wedding,indian wedding traditions,indian wedding traditions and customs,traditional hindu wedding,indian wedding tradition,indian wedding mandap,traditional indian ceremony,traditional hindu ceremony,hindu wedding ceremony,Lin and Jirsa Photography",1.0,india
184,1147,"Rathore jodhpur 2018 That s color gives a perfect match for wedding It s a traditional color Sikh Wedding Dress, Punjabi Wedding Couple, Wedding Dresses Men Indian, Sherwani Groom, Mens Sherwani, Wedding Sherwani, Groom Outfit, Groom Dress, Men Dress",1.0,india
185,1821,Pinterest for Indian fusion wedding dress,1.0,india
186,1847,"The Fashion of Punjab Indian Bridal Outfits, Indian Bridal Lehenga, Indian Bridal Fashion, Indian Bridal Wear, Indian Dresses, Indian Clothes, Sikh Wedding Dress, Wedding Suits, Bridal Dresses",1.0,india
