id,gemini-flash_faiss_country,svm_1,text
00113.jsonl.gz-6298229,china,1,"Traffic trail lights on major road near Beijing Zoo at dusk, Beijing, People's Republic of China, Asia - 844-21883"
00104.jsonl.gz-17562028,china,1,"Jeep on dirt road. A jeep traveling on the highway of G318, from Sichuan to Tibet, China royalty free stock photo"
00004.jsonl.gz-12086751,china,1,urban traffic road with cityscape in modern city of China
00043.jsonl.gz-9868213,china,1,"Road Travel Photo Prints - Cityscape Of Beijing, China Print by Yiu Yu Hoi"
00008.jsonl.gz-17401732,china,1,Chinese expressway distances road sign. Shown here are some connections to the Expressways of Beijing in eastern Beijing. (Spring 2003 image)
00114.jsonl.gz-7558514,china,1,Aimless?? Asia China Shanghai Transport Characters Direction Success Street Car Road marking
00071.jsonl.gz-17889857,china,1,Empty asphalt road along modern commercial buildings in china's cities
00099.jsonl.gz-13678915,china,1,"Interchange between Yan'an Elevated Road and North-South Elevated Road Yan'an East Road Interchange, Shanghai, China (Unsplash).jpg"
00104.jsonl.gz-13179793,china,1,"Rural road in grassland scenery in Hebei province, China — Stock Photo"
00112.jsonl.gz-6981177,china,1,People shopping on Hunan road in Nanjing China Stock Footage
00111.jsonl.gz-1469046,china,1,Mingyue Gorge Ancient Plank Road Relic Site User Photo
00083.jsonl.gz-9007569,china,1,China Durable Hydraulic 6000kg Rescue Tow Truck Highway City Road Occasion supplier
00034.jsonl.gz-15584291,china,1,Foreign men sunbathing on road baffle Taiwan motorists
00093.jsonl.gz-14104865,china,1,"Stock Photo: 1848-658506 Flower beds on a highway, new skyline of Ueruemqi at the back, Silk Road, Xinjiang, China, Asia"
00034.jsonl.gz-18054580,china,1,Another family initially agreed to sell the property in Taizhou but changed their minds once work on the road had started
00097.jsonl.gz-5371164,china,1,"Low angle view of skyscrapers in a city, Des Voeux Road, Hong Kong Island, China - Stock Photo"
00025.jsonl.gz-10915982,china,1,"Chinese armed police blocked the protesting monks of Drepung Monastery by surrounding them on both sides of the road and blocked all road accesses to Drepung Monastery, Lhasa, 10 March 2008"
00009.jsonl.gz-13959085,china,1,"streaking : Aerial View of freeway busy city rush hour heavy traffic jam highway,shanghai Yanan East Road Overpass interchange,driving & cars racing by with streaking lights trail at night,modern building. Stock Footage"
00053.jsonl.gz-7727146,china,1,"Danger signs are installed on a waterlogged road in Zhengzhou, capital of central China's Henan Province, July 20, 2021. More than 144,660 residents have been affected by torrential rains in central China's Henan Province since July 16, and 10,152 have been relocated to safe places, the provincial flood control and drought relief headquarters said Tuesday. A total of 16 large and medium-sized reservoirs have seen water levels rise above the alert level after torrential rains battered most parts of the province on Monday and Tuesday. (Photo by Hou Jianxun/Xinhua)"
00027.jsonl.gz-5314112,china,1,"A man leading his camels home for the night with his motorscooter from the dunes at Singing Sand Mountain where they bring tourists on a short caravan ride. Dunhuang, Gansu Province, in northwest China. Dunhuang sits along the ancient Silk Road and sits at the edge of the Gobi Desert."
00094.jsonl.gz-4438526,china,1,Speeding freight semi truck with MADE IN CHINA caption on the trailer. Road Arkistovideo
00010.jsonl.gz-14003493,china,1,"Could you imagine driving this road if it was snow-covered and slippery? YIKES!  Switchback Highway, Tianmen Mountain, China"
00016.jsonl.gz-12236145,china,1,picture of paved road  - A stone paved road through Confucius family cemetery in Qufu Shangdong province China - JPG
00102.jsonl.gz-4383922,china,1,ALLTOP China Factory PE material expandable lightweight road water traffic barrier
00054.jsonl.gz-7078104,united kingdom,1,Minor road through Cwm Gwestyn
00061.jsonl.gz-17072984,united kingdom,1,The protest moving down Queens Road
00107.jsonl.gz-16034033,united kingdom,1,"View over River Tay  and Tay Road Bridge to city of Dundee in Tayside, Scotland, UK."
00097.jsonl.gz-6744521,united kingdom,1,TQ3784 : View of the path leading up to Loop Road from the River Lea Navigation by Robert Lamb
00057.jsonl.gz-7246041,united kingdom,1,"The white car, believed to be a Mazda MX5, that left the A542 Horse Shoe Pass road and plunged down a slope. A man was airlifted to hospital with head injuries"
00018.jsonl.gz-3783002,united kingdom,1,"Thumbnail 4 bed flat for sale in Garden Flat, Pembroke Road, Bristol"
00066.jsonl.gz-15347776,united kingdom,1,"© Licensed to London News Pictures . 08/03/2020. Timperley, UK. A Royal Logistics Corps Bomb disposal unit and police attend after explosives were used during a cashpoint robbery at a branch of Co-Op on Stockport Road in Timperley . Photo credit: Joel Goodman/LNP"
00121.jsonl.gz-11297669,united kingdom,1,"Thumbnail Pub/bar for sale in Beccles Road, Gorleston, Great Yarmouth"
00032.jsonl.gz-16847066,united kingdom,1,"An unidentified LMS Black 5 crossing the minor road at Cogie Hill with a goods train returning from Pilling towards Garstang, probably sometime in the early 1960s. Between 1908 and the 1930 withdrawal of passenger services there was a small request halt here. The crossing keeper's cottage survived the 1963 closure of the line. [See image 18313] for a modern day comparison from the same spot.<br><br>[Knott End Collection&nbsp;//]"
00032.jsonl.gz-17672199,united kingdom,1,"Thumbnail to rent in York Road, Clapham Junction"
00064.jsonl.gz-15948509,united kingdom,1,"Desmond Avenue off Beverley Road, Hull"
00084.jsonl.gz-15926761,united kingdom,1,A security fence has been erected along North Road in Cardiff ahead of the 2014 NATO summit which will see world leaders including US President Barack Obama visiting Wales.
00097.jsonl.gz-14859513,united kingdom,1,"Police guard the New Road, Pontyberem property where six-day-old Eliza-Mae Mullane was ma"
00077.jsonl.gz-10797139,united kingdom,1,1 bedroom Flat to rent in 1012 Dumbarton Road...
00038.jsonl.gz-10694451,united kingdom,1,"Woman in a pink dress walking along the kings road , the dark hedges a game of thrones filming location in Northern Ireland"
00036.jsonl.gz-15704606,united kingdom,1,Stagecoach bus on William Armstrong Drive off Scotswood Road following an engine fire
00102.jsonl.gz-17935374,united kingdom,1,"Road traffic accident, road rage, argument car drivers traffic congestion London UK. South side of Lambeth Bridge, Lambeth road roundabout."
00113.jsonl.gz-4739036,united kingdom,1,"Blisworth, Stoke Road c.1965"
00079.jsonl.gz-14663216,united kingdom,1,"The car on its side in Town Road, Croston (Image: Lancs Road Police)."
00026.jsonl.gz-7599128,united kingdom,1,FIRST STAGE OF READING RAIL IMPROVEMENT PROJECT COMPLETE ON TIME: Caversham Road - getting ready
00006.jsonl.gz-7418505,united kingdom,1,Lower Stoneymollan Road
00049.jsonl.gz-4626053,united kingdom,1,"Property to rent - Preston Road, BRIGHTON, East Sussex, BN1"
00093.jsonl.gz-8125568,united kingdom,1,DSC_1233 (awhelin) Tags: road uk morning england sun sunrise landscape photography nationalpark nikon britain yorkshire great hills lensflare winding northyorkshire dales d800 awhelin
00101.jsonl.gz-2440100,united kingdom,1,Road to Old Dailly (B734) near Brockloch
00052.jsonl.gz-8071695,united kingdom,1,"It comes just days after a woman, 27, was stabbed multiple times in the road in Stoke Newington in the early hours of the morning (pictured, the scene where she was attacked)"
00025.jsonl.gz-12624052,uganda,1,Three children walking bikes on a dirt road in Uganda.
00121.jsonl.gz-10518780,uganda,1,"A bread delivery man rides his bike down a road in Apac district near Lira, Northern Uganda. The words Obanga Ber, means God is Good bakery. Most Ugandans are Christians and and faith in Jesus and God permeates their every day lives. Signs of their Christian faith appear on busses, taxis and businesses everywhere. They persevere and survive the harsh conditions of poverty with deep faith and work ethic which is the seed for their deep gratitude and optimism."
00064.jsonl.gz-4499931,uganda,1,"Before & After.....! #Kamolo bridge along Soroti—Katakwi—Akisim road project [100km]. Funding: @GovUganda [Ugx 398bn]. Supervising: @UNRA_UG Contractor: #CCCC. With a wider & raised bridge asset, flooding challenges along this section now history! #UNRAworks"
00018.jsonl.gz-11251461,uganda,1,Dirt road through the Budongo Forest in Murchison Falls National Park in Uganda.
00119.jsonl.gz-2502561,uganda,1,#KayoolaSolarBus team ready for another road drill with MPs @Parliament_UG https://t.co/a5v5YQ6OzJ
00092.jsonl.gz-8586916,uganda,1,Shops on Entebbe Road
00033.jsonl.gz-17136819,uganda,1,"Africa |  On the road from Mbarara to Kabale, Uganda | ©youngrobv, via flickr"
00069.jsonl.gz-12760796,uganda,1,A Ugandan military police officer walks past a barricaded road in Kampala
00092.jsonl.gz-14665529,uganda,1,"Sir Samuel Baker Road in Gulu, northern Uganda, is named after a British explorer who is said to have laid the foundations for colonialism. Photograph: Sally Hayden"
00060.jsonl.gz-16413027,uganda,1,Sign of the equator on the road in Uganda. — Stock Photo
00051.jsonl.gz-12743612,uganda,1,Winding Road Leading Through Kisoro District in Uganda - The Pearl of Africa
00040.jsonl.gz-5855732,uganda,1,"Hot Deal In Namasuba Ndejje Ntebe Road For Sale | Houses & Apartments For Sale for sale in Kampala, Central Region, Uganda"
00039.jsonl.gz-17668393,uganda,1,Road transport in Uganda. Royalty Free Stock Images
00059.jsonl.gz-8477920,uganda,1,Traffic officers on Entebbe road
00027.jsonl.gz-16266176,uganda,1,A gaping trench at the Namugongo/Kibuli road in Kampala
00119.jsonl.gz-904863,uganda,1,"Vista, road to Lake Bunyonyi"
00004.jsonl.gz-6098639,uganda,1,Dirt road through the Budongo Forest in the south of Murchison Falls National Park in Uganda. - Stock-Bilder
00014.jsonl.gz-204236,uganda,1,"Dirt road passing through a field, Murchison Falls National Park, Uganda : Stock Photo"
00119.jsonl.gz-8924302,uganda,1,"The South part of Murchison Falls is inaccessable to tourist, just this road to Paraa"
00015.jsonl.gz-882296,uganda,1,"The road to Masindi, all 150km like this.  Shaken and not stirred."
00057.jsonl.gz-17244887,uganda,1,"Kenneth helps boys figure out how to look through Gini and Marc's binoculars, road to Lake Bunyonyi"
00111.jsonl.gz-6572602,uganda,1,Western Uganda red dirt road and travellers
00068.jsonl.gz-3039395,uganda,1,A Meat Stand Along the Road in Uganda  Africa
00005.jsonl.gz-9478001,uganda,1,"Chimps in the road in the Budongo Forest Reserve, Uganda."
00069.jsonl.gz-17500330,uganda,1,"A water truck rented by MSF is shown getting water from the groundwater in Rhino refugee settlement, northern Uganda. MSF produces an average of 2 million litres per day from the Albert Nile River, which is delivered to tanks throughout the settlement by water trucks rented by UNHCR. Bad road conditions make it difficult for trucks to access the whole camp after heavy rains, leaving several areas vulnerable to water shortage. Access to water is one of the biggest challenges in Rhino settlement. To reach certain areas, water trucks have to drive more than one-and-a-half hours one way, which during the rainy season may be delayed or made entirely impossible. On average in April 2017, the refugee population in Ofua zones received around 4.6 litres per person per day. MSF is working to improve the sustainability of the water delivery system by improving boreholes to bring the water source closer to the settlement. As of May 2017, MSF (OCP and OCA) is working in 4 refugee settlements, Bidi Bidi, Imvepi, Palorinya and Rhino; providing inpatient and outpatient care, maternity care, nutrition programme, and water and sanitation provision.<br/>By 5 May 2017, there were over 901,755 South Sudanese refugees in Uganda, with the number expected to rise to nearly one million by the end of the year. Some 86% of the South Sudanese refugees in Uganda are women and children under 18, and an average 2,000 new refugees arrive each week. Uganda is now the largest hosting country for South Sudanese refugees, and also the country hosting the largest population of refugees in Africa. Photographer: Yuna Cho/MSF"
00080.jsonl.gz-2653797,russia,1,Background image of a road going into the distance. Asphalt road. Highway. Road markings. A road running through the forest. Let over the horizon. Siberian spring roads. Green Forest.
00024.jsonl.gz-13732218,russia,1,Aerial view on the forest winter road. Winter forest. The Russian taiga Stock Footage
00035.jsonl.gz-1873913,russia,1,"Caucasus Russia, landscape, on the road to Mount Elbrus - stock photo"
00011.jsonl.gz-7820083,russia,1,Road junction in the Moscow region near the city of Elektrostal. Aerial photography. - Stock Image
00106.jsonl.gz-1010654,russia,1,Snow road and car tracks on the road in the winter in the North Caucasus. Snow-covered trees and mountains. The concept of winter travel by car
00086.jsonl.gz-5977182,russia,1,How Russians Repair Holes In The Road
00097.jsonl.gz-4247342,russia,1,"Voronezh highway. Transport interchange with overpass and bridge, Known as road to nowhere"
00127.jsonl.gz-4852447,russia,1,Filimonovo Russia - July 11 2016: rally truck rides at high speed on a dusty road during Silk way rally
00075.jsonl.gz-6512613,russia,1,"Forest road, Russia royalty free stock photos"
00107.jsonl.gz-1111049,russia,1,"Moscow, Russia -May 27.2018. Road Sign of the end of Zelenograd"
00064.jsonl.gz-16309135,russia,1,British motorcyclist is killed in head-on crash with tanker truck on Russia's notorious Road of Bones two weeks before his 70th birthday
00123.jsonl.gz-6774456,russia,1,Cars pass along a major city road as Moscow's Financial District basks in the sunlight in the background.
00018.jsonl.gz-5204266,russia,1,Aerial Shot: Moscow Road Interchange at Winter Stock Footage
00084.jsonl.gz-4137063,russia,1,Landscape with Christ and his Disciples on the Road to Emmaus
00096.jsonl.gz-17917840,russia,1,Road-and-patrol service block post. Photo: http://nac.gov.ru
00106.jsonl.gz-15469030,russia,1,Russia-north-side-road
00018.jsonl.gz-11785419,russia,1,"The Vladimirka Road, 1892  Canvas Print #BMN3858} by Isaak Ilyich Levitan Canvas Wall Art"
00070.jsonl.gz-2603963,russia,1,"The man, identified only as Roman R, from Zelenogorsk in Siberia, wrapped his arm around the helpless six-month-old child as he roared along a road in a video he called 'No Seat'"
00107.jsonl.gz-17870594,russia,1,"Fall Season In Town. View On Urban Road, Parked Cars And Pedestrian Street Through Bright Orange Foliage Of Tree. Moscow, Russia."
00005.jsonl.gz-6099451,russia,1,St. Petersburg day road traffic on narrow old street. Russia from above. Drone Stock Footage
00078.jsonl.gz-14780988,russia,1,Trucks wash road. In Moscow road washed with shampoo Stock Footage
00022.jsonl.gz-4027087,russia,1,"marnost : Moscow, Russia - JANUARY 10 2020: Time lapse. Moscow. Cars with headlights driving on the highway in the night, dark evening, Bridge over the road. Flashlights on street."
00032.jsonl.gz-12614086,russia,1,"Car is moving on impassable road in Altay, Russia Royalty Free Stock Image"
00080.jsonl.gz-971320,russia,1,Saint-Petersburg city streets with cars on road Stock Footage
00097.jsonl.gz-3194407,russia,1,"sand quarry: Heavy Tractor loads truck with rubble using bucket. Construction of high-speed bypass road around Krasnoe Selo, Saint Petersburg. Heavy industrial machinery equipment for excavation works. Russia"
00124.jsonl.gz-5679915,canada,1,Main Photo: 2187 PITT RIVER Road in Port Coquitlam: Central Pt Coquitlam House for sale : MLS®# V844911
00006.jsonl.gz-1481,canada,1,Winter dusk. Snow Snowy Night Winter Night Lonely Tranquil Scene Streetphotography Winter Wonderland Wintertime Winterscapes Winter Landscape Ottawa Canada Winter Canada Dusk Winter Dusk Water Car No People Outdoors Land Vehicle Road
00057.jsonl.gz-16853344,canada,1,"""""""Photo 20: 805 160 W KEITH Road in North Vancouver: Central Lonsdale Condo for sale in """"""""Victoria Park West"""""""" : MLS®# R2496437"""""""
00076.jsonl.gz-13309861,canada,1,Young elk in the road in BC
00104.jsonl.gz-8085726,canada,1,Stock Video Footage of Curvy road surrounded by trees at Killbear Provincial Park
00098.jsonl.gz-2733688,canada,1,"Dawson Creek, BC, Canada. Start of the Alaska Highway. We drove our CAMPER from California to Fairbanks Alaska. In 1978, we had to travel about 2000 miles of DIRT ROAD. It was messy! Dusty when we had dry weather and muddy when it rained. NOW it's paved all the way. We took the CASSIAR Hiway back."
00041.jsonl.gz-7924105,canada,1,Tunnel Mountain Road Race descent into surpise corner.
00110.jsonl.gz-11927180,canada,1,Empty road with word of Canada and arrow upward at the end of a road
00009.jsonl.gz-8722485,canada,1,Provincial police closed part of Hwy 17 Tuesday morning due to slick road conditions. It has since been re-opened.
00107.jsonl.gz-1268198,canada,1,"Springbank Road Race, Road O-Cup #3, May 3, 2015"
00011.jsonl.gz-17793398,canada,1,Hit the Road in the Eastern Townships this Summer
00032.jsonl.gz-8452455,canada,1,"Aerial footage of a road through a dense coniferous forest with a lake and a river in Alberta, Canada"
00089.jsonl.gz-6957515,canada,1,"Springbank Road Race, Road O-Cup #3, May 3, 2015"
00014.jsonl.gz-5306875,canada,1,Road Travel Greeting Cards - Night Over Toronto Greeting Card by Verne Ho
00001.jsonl.gz-12456778,canada,1,"Lot 9-954 Mt. Griffin Road, Vernon, BC, V1B 2B6"
00075.jsonl.gz-13011156,canada,1,Photo 33: 300 Meredith Road NE in Calgary: Crescent Heights Apartment for sale : MLS®# A1050537
00060.jsonl.gz-7779680,canada,1,"Roadblock set up a Hwy 620 & Range Road 91 near Lodgepole, Alberta. Fireworkers worked through the night Saturday to try and contain a wildfire that prompted evacuation warnings. May 12."
00002.jsonl.gz-4416447,canada,1,"Road With Painted Double Yellow Line. Photo was taken in Alberta, Canada Royalty Free Stock Photography"
00002.jsonl.gz-2135189,canada,1,Armoured personnel carriers moving down road in Kanesatake.
00110.jsonl.gz-13347892,canada,1,Jesse Anthony Sprints To Victory in The  Tour De Delta White Spot/Delta Road Race
00062.jsonl.gz-7388742,canada,1,small clock tower near waterfront and road in barrie ontario things to do
00014.jsonl.gz-12355458,canada,1,"Picture road, forest, trees, mountains, Canada, Canada, Rocky mountains, Rocky Mountains, Icefields Parkway"
00097.jsonl.gz-712987,canada,1,"Ecotour Road, Grassland National Park, Canada, motorcycle adventures, advjoe"
00090.jsonl.gz-6246207,canada,1,Leaves turning color along an old country road Tree The Way Forward Nature Road Scenics Tranquil Scene Tranquility Beauty In Nature Growth Landscape Grass Day Outdoors No People Sky Transportation Passing Fall Beauty Fall Colors RuralTreasures  Rural Exploration CountryLivinG Country Road Dirtroad Leaves Falling in Manitoba.
00077.jsonl.gz-16442509,canada,1,Traffic is still blocked in both directions on Highway 3 according to DriveBC. A rock slide came down the slope and covered the road on Monday.
00118.jsonl.gz-13624986,australia,1,Gibb River Road
00057.jsonl.gz-5270687,australia,1,Mens-Womens-Road-Race-Australian Road National Championships Ballarat-0025
00097.jsonl.gz-9309028,australia,1,Full-Day Great Ocean Road Motorcycle Trike Tour for 2
00103.jsonl.gz-8983532,australia,1,"""""""Seaview Region, Melbourne - Australia """"""""Grand Ridge Road Region"""""""" Photographed by Karen Robinson NB Copyright Protected_ www.idoartkarenrobinson.com October 17, 2017. NB: Day trip with hubby to visit this beautiful region at its best when all is green before the summer turns it brown."""""""
00102.jsonl.gz-6231420,australia,1,"North–South Motorway - Travelling southbound under the Port Road bridge in the lowered motorway, September 2018"
00035.jsonl.gz-10189548,australia,1,"Picture of Lot 2/918 Nugent Road, Wattle Hill"
00037.jsonl.gz-3733810,australia,1,"Sita bus #60 5607AO on route 420 along Durham Road, Sunshine"
00042.jsonl.gz-6217472,australia,1,Council's Road Safety Officer with Principal Graham and concerned parents at the Bendooley Street traffic signals
00078.jsonl.gz-3682192,australia,1,"K1286 - Bunga Creek road works, September 6, 2016"
00014.jsonl.gz-6642967,australia,1,Rural / Farming commercial property for sale at 235 Clifton Road Pittsworth QLD 4356
00034.jsonl.gz-2471778,australia,1,"Lot 6 , 101 Eton Road, Lindfield NSW"
00052.jsonl.gz-14238196,australia,1,Road trip in the Outback - Alice Springs to Uluru
00076.jsonl.gz-2353590,australia,1,dog-friendly road trip boomerang beach
00010.jsonl.gz-4969250,australia,1,Bridge Road Sunset-Melbourne Greeting Card
00101.jsonl.gz-11878856,australia,1,Lot 40/10 Cawley Road YARRAVILLE VIC 3013
00055.jsonl.gz-3957908,australia,1,"94 Forest Road, West Hobart TAS 7000"
00044.jsonl.gz-14840398,australia,1,The bizarre road rage attack was captured on video on the Horsley Drive in Fairfield yesterday. (9NEWS)
00059.jsonl.gz-7119291,australia,1,Obi Obi Road has been closed due to a landslip.
00031.jsonl.gz-4023971,australia,1,SA police and paramedics were called to the corner of Seaford Road and Main South Road after a vehicle collided with a brick wall of a business.
00006.jsonl.gz-13974592,australia,1,"Pacific Motorway & Neilsens Road – Exit 73, QLD (Southeast), QLD"
00015.jsonl.gz-11687208,australia,1,long long long long long road Australia Outback Loneliness Empty Right ahead Transport Line Street Gloomy
00067.jsonl.gz-16424862,australia,1,Yamba road upgrade
00059.jsonl.gz-5028046,australia,1,"Picture of 63/14 Leura Road, Double Bay NSW 2028"
00120.jsonl.gz-17621730,australia,1,"Whitlock's car, a white BMW, was found on Mount Buller Road near the ski fields, 200km from his home."
00084.jsonl.gz-17589235,australia,1,Sydney's e-paper road signs are smart and energy efficient
00005.jsonl.gz-4944379,laos,1,Old Laos road
00111.jsonl.gz-4652251,laos,1,"Laos, Luang Prabang, Sisavangvong Road, Handicraft Night Market, tuk-tuk motorcycle taxi Stock Photo"
00019.jsonl.gz-8145680,laos,1,ID: 3496 - Big plot of land for sale by pave road near Lao National Convention Centre
00108.jsonl.gz-3904415,laos,1,"Truck stuck in mud on road from Nam Tha to Huai Xai, Laos"
00012.jsonl.gz-5383211,laos,1,"Pakse, Champasak Province, Laos- 15 December 2016: Sunset on a main highway - road through Pakse to the city of Paksong. Traffic. Lao people ride on motorbikes."
00021.jsonl.gz-12378286,laos,1,A Laos highway road is the only flat surface for Hmong children living on a steep slope to jump their string of rubber bands tied together in December 2000.  Few Hmong make it past the third grade. Some villages still don't have schools. Parents often put their daughters to work instead of sending them to school.
00029.jsonl.gz-6902661,laos,1,ID: 3883 - Nice land for rent close to Sikay Market by pave road in Sibounhuang village
